dirs,files,min,max,wall,user,system,mem,wall & user & system & mem
1,100,1,1000,0.000,0.000,0.000,1458.667,0.000,0.000,0.000,3621.333
1,10000,1,1000,0.010,0.000,0.010,1409.333,0.000,0.000,0.000,5477.333
100,1,1,1000,0.000,0.000,0.000,1416.000,0.000,0.000,0.000,624.000
100,100,1,10000,0.010,0.000,0.010,1440.000,0.000,0.000,0.000,448.000
10000,1,1,1,0.080,0.013,0.063,1556.000,0.000,0.000,0.000,48.000
10000,1,1,10000,0.080,0.010,0.067,1489.333,0.000,0.000,0.000,4181.333
