dirs,files,min,max,wall,user,system,mem,wall & user & system & mem
1,100,1,1000,0.000,0.000,0.000,1420.000,0.000,0.000,0.000,15424.000
1,10000,1,1000,0.010,0.000,0.010,1365.333,0.000,0.000,0.000,6165.333
100,1,1,1000,0.000,0.000,0.000,1458.667,0.000,0.000,0.000,485.333
100,100,1,10000,0.010,0.000,0.010,1490.667,0.000,0.000,0.000,1605.333
10000,1,1,10000,0.080,0.010,0.067,1465.333,0.000,0.000,0.000,917.333
