Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       1/40000947     lua_newstate [6]
                0.00    0.00     152/40000947     luaM_realloc_ [121]
                0.02    0.00 20000364/40000947     luaM_malloc_ [24]
                0.02    0.00 20000430/40000947     luaM_free_ [23]
[28]     0.1    0.03    0.00 40000947         l_alloc [28]
-----------------------------------------------
                                                 <spontaneous>
[29]     0.1    0.03    0.00                 panic [29]
-----------------------------------------------
                                   7             luaD_pcall <cycle 1> [225]
                4.64    0.99       1/6           luaD_closeprotected [8]
                4.64    0.99       1/6           lua_newstate [6]
[30]     0.1    0.00    0.02       9         luaD_rawrunprotected <cycle 1> [30]
                0.00    0.01       1/1           f_parser [35]
                0.01    0.00       1/1           luaF_initupvals [42]
                0.00    0.00       1/1           f_luaopen [101]
                0.00    0.00       4/714294      dothecall [18]
                0.00    0.00       1/1           luaF_close [140]
                0.00    0.00       2/2           f_call [256]
                0.00    0.00       1/1           closepaux [260]
                                   6             luaD_callnoyield <cycle 1> [200]
-----------------------------------------------
                0.00    0.02       6/6           lua_rawseti [32]
[31]     0.1    0.00    0.02       6         luaH_setint [31]
                0.02    0.00       6/12          luaH_getint [25]
                0.00    0.00       2/257         luaH_newkey <cycle 4> [57]
-----------------------------------------------
                0.00    0.01       2/6           pmain <cycle 1> [46]
                0.00    0.02       4/6           luaopen_package [33]
[32]     0.1    0.00    0.02       6         lua_rawseti [32]
                0.00    0.02       6/6           luaH_setint [31]
                0.00    0.00       6/70          index2value [183]
-----------------------------------------------
                0.00    0.02       1/1           luaD_precall <cycle 1> [10]
[33]     0.1    0.00    0.02       1         luaopen_package [33]
                0.00    0.02       4/6           lua_rawseti [32]
                0.00    0.00       1/2           lua_rawgeti [50]
                0.00    0.00       2/15          luaL_setfuncs [38]
                0.00    0.00       5/167         lua_pushcclosure [40]
                0.00    0.00       5/214         auxsetstr [67]
                0.00    0.00       3/18          lua_createtable [89]
                0.00    0.00       2/2           setpath [96]
                0.00    0.00       3/13          luaL_getsubtable [91]
                0.00    0.00       1/142865      luaC_step [15]
                0.00    0.00       1/24          lua_pushstring [106]
                0.00    0.00       1/5           lua_setmetatable [143]
                0.00    0.00       5/203         lua_setfield [179]
                0.00    0.00       5/82          lua_settop [182]
                0.00    0.00       5/40          lua_pushvalue [188]
                0.00    0.00       1/10          luaL_checkversion_ [213]
                0.00    0.00       1/142867      luaE_setdebt [172]
-----------------------------------------------
                                                 <spontaneous>
[34]     0.1    0.02    0.00                 luaM_toobig [34]
-----------------------------------------------
                0.00    0.01       1/1           luaD_rawrunprotected <cycle 1> [30]
[35]     0.0    0.00    0.01       1         f_parser [35]
                0.00    0.01       1/1           luaY_parser [36]
                0.00    0.00       1/3           luaZ_fill [249]
-----------------------------------------------
                0.00    0.01       1/1           f_parser [35]
[36]     0.0    0.00    0.01       1         luaY_parser [36]
                0.00    0.01      10/10          statement <cycle 2> [39]
                0.00    0.00       1/1           luaX_setinput [64]
                0.00    0.00       1/234         luaX_next [55]
                0.00    0.00       1/10000006     luaF_newLclosure [20]
                0.00    0.00       1/6           luaF_newproto [130]
                0.00    0.00       1/21          luaH_new [117]
                0.00    0.00       1/6           close_func [131]
                0.00    0.00       1/323         luaS_new [108]
                0.00    0.00       1/126         luaK_code [132]
                0.00    0.00       1/4           allocupvalue [162]
                0.00    0.00       2/2           luaD_inctop [258]
                0.00    0.00       1/6           open_func [230]
                0.00    0.00       1/19          luaK_codeABCk [195]
-----------------------------------------------
[37]     0.0    0.00    0.01      10+29      <cycle 2 as a whole> [37]
                0.00    0.01      28             statement <cycle 2> [39]
                0.00    0.00       2             test_then_block <cycle 2> [83]
                0.00    0.00       5             body <cycle 2> [85]
                0.00    0.00       2             forbody <cycle 2> [95]
                0.00    0.00       2             block <cycle 2> [160]
-----------------------------------------------
                0.00    0.00       1/15          luaopen_base [54]
                0.00    0.00       1/15          luaopen_coroutine [81]
                0.00    0.00       1/15          luaopen_debug [79]
                0.00    0.00       1/15          luaopen_os [82]
                0.00    0.00       1/15          luaopen_table [80]
                0.00    0.00       1/15          luaopen_utf8 [78]
                0.00    0.00       2/15          luaopen_math [71]
                0.00    0.00       2/15          luaopen_package [33]
                0.00    0.00       2/15          luaopen_string [72]
                0.00    0.00       3/15          luaopen_io [69]
[38]     0.0    0.00    0.01      15         luaL_setfuncs [38]
                0.00    0.01     151/167         lua_pushcclosure [40]
                0.00    0.00     167/214         auxsetstr [67]
                0.00    0.00     167/203         lua_setfield [179]
                0.00    0.00      16/17          lua_pushboolean [198]
                0.00    0.00      15/16          lua_checkstack [201]
                0.00    0.00       3/40          lua_pushvalue [188]
-----------------------------------------------
                                   2             block <cycle 2> [160]
                                   2             test_then_block <cycle 2> [83]
                                  14             body <cycle 2> [85]
                0.00    0.01      10/10          luaY_parser [36]
[39]     0.0    0.00    0.01      28         statement <cycle 2> [39]
                0.00    0.00      16/36          subexpr <cycle 3> [84]
                0.00    0.00       5/5           restassign [68]
                0.00    0.00       8/36          suffixedexp <cycle 3> [48]
                0.00    0.00      41/234         luaX_next [55]
                0.00    0.00       4/58          singlevar [51]
                0.00    0.00       7/66          exp2reg [76]
                0.00    0.00       2/14          luaK_int [87]
                0.00    0.00       6/122         luaX_newstring [86]
                0.00    0.00       4/41          luaK_exp2anyreg [92]
                0.00    0.00       4/13          luaK_storevar [98]
                0.00    0.00       8/123         check_match [97]
                0.00    0.00       9/126         luaK_code [132]
                0.00    0.00      14/22          new_localvar [155]
                0.00    0.00       7/14          adjustlocalvars [156]
                0.00    0.00       2/14          leaveblock [148]
                0.00    0.00       4/162         savelineinfo [142]
                0.00    0.00       7/63          luaK_exp2nextreg [158]
                0.00    0.00      28/96          luaE_incCstack [181]
                0.00    0.00       7/18          luaK_ret [196]
                0.00    0.00       4/13          check_readonly [205]
                0.00    0.00       4/36          luaK_fixline [190]
                0.00    0.00       3/13          luaK_reserveregs [206]
                0.00    0.00       2/6           patchlistaux [232]
                0.00    0.00       2/4           luaK_patchtohere [236]
                0.00    0.00       2/10          luaK_setreturns [212]
                                   5             body <cycle 2> [85]
                                   2             test_then_block <cycle 2> [83]
                                   2             forbody <cycle 2> [95]
-----------------------------------------------
                0.00    0.00       1/167         docall <cycle 1> [93]
                0.00    0.00       5/167         luaopen_package [33]
                0.00    0.00      10/167         luaL_requiref <cycle 1> [77]
                0.00    0.01     151/167         luaL_setfuncs [38]
[40]     0.0    0.00    0.01     167         lua_pushcclosure [40]
                0.01    0.00       7/7           luaF_newCclosure [41]
-----------------------------------------------
                0.01    0.00       7/7           lua_pushcclosure [40]
[41]     0.0    0.01    0.00       7         luaF_newCclosure [41]
                0.00    0.00       7/20000290     luaC_newobj [16]
-----------------------------------------------
                0.01    0.00       1/1           luaD_rawrunprotected <cycle 1> [30]
[42]     0.0    0.01    0.00       1         luaF_initupvals [42]
                0.00    0.00       1/20000290     luaC_newobj [16]
-----------------------------------------------
                0.00    0.00       1/3           save [65]
                0.00    0.00       1/3           luaD_protectedparser <cycle 1> [63]
                0.00    0.00       1/3           luaX_setinput [64]
[43]     0.0    0.01    0.00       3         luaM_saferealloc_ [43]
                0.00    0.00       3/152         luaM_realloc_ [121]
-----------------------------------------------
                                                 <spontaneous>
[44]     0.0    0.01    0.00                 luaC_newobjdt [44]
-----------------------------------------------
                0.01    0.00  285718/285718      atomic [21]
[45]     0.0    0.01    0.00  285718         convergeephemerons [45]
-----------------------------------------------
                                   1             luaD_precall <cycle 1> [10]
[46]     0.0    0.00    0.01       1         pmain <cycle 1> [46]
                0.00    0.01       2/6           lua_rawseti [32]
                0.00    0.00       1/2           luaL_len [58]
                0.00    0.00       1/214         auxsetstr [67]
                0.00    0.00       1/18          lua_createtable [89]
                0.00    0.00       2/2           lua_gc [109]
                0.00    0.00       2/24          lua_pushstring [106]
                0.00    0.00       1/1           lua_getglobal [154]
                0.00    0.00       1/6           lua_tointegerx [228]
                0.00    0.00       1/10          lua_touserdata [216]
                0.00    0.00       1/10          luaL_checkversion_ [213]
                0.00    0.00       1/11          lua_setglobal [211]
                0.00    0.00       1/17          lua_pushboolean [198]
                0.00    0.00       1/1           luaL_checkstack [264]
                0.00    0.00       1/17          lua_rotate [199]
                0.00    0.00       1/82          lua_settop [182]
                                   1             luaL_openlibs <cycle 1> [90]
                                   1             luaL_loadfilex <cycle 1> [152]
                                   1             docall <cycle 1> [93]
-----------------------------------------------
[47]     0.0    0.00    0.01      36+90      <cycle 3 as a whole> [47]
                0.00    0.01      55             suffixedexp <cycle 3> [48]
                0.00    0.00      16             funcargs <cycle 3> [73]
                0.00    0.00      55+9           subexpr <cycle 3> [84]
-----------------------------------------------
                                  43             subexpr <cycle 3> [84]
                0.00    0.00       4/36          restassign [68]
                0.00    0.00       8/36          statement <cycle 2> [39]
[48]     0.0    0.00    0.01      55         suffixedexp <cycle 3> [48]
                0.00    0.01      54/58          singlevar [51]
                0.00    0.00       5/5           fieldsel [74]
                0.00    0.00      16/66          exp2reg [76]
                0.00    0.00       2/234         luaX_next [55]
                0.00    0.00       1/123         check_match [97]
                0.00    0.00      16/63          luaK_exp2nextreg [158]
                0.00    0.00       1/191         luaK_dischargevars [149]
                                  16             funcargs <cycle 3> [73]
                                   1             subexpr <cycle 3> [84]
-----------------------------------------------
                0.00    0.00       2/42          luaK_int [87]
                0.00    0.00       3/42          discharge2reg [75]
                0.00    0.01      37/42          luaK_indexed [52]
[49]     0.0    0.00    0.01      42         addk [49]
                0.01    0.00       2/12          luaH_getint [25]
                0.00    0.00       2/257         luaH_newkey <cycle 4> [57]
                0.00    0.00      17/357         luaM_growaux_ [129]
                0.00    0.00       3/7           getgeneric [164]
                0.00    0.00      42/224         luaH_get [178]
                0.00    0.00      25/34          luaV_equalobj [191]
                0.00    0.00      17/254         luaH_finishset [176]
-----------------------------------------------
                0.00    0.00       1/2           luaopen_base [54]
                0.00    0.00       1/2           luaopen_package [33]
[50]     0.0    0.00    0.01       2         lua_rawgeti [50]
                0.01    0.00       2/12          luaH_getint [25]
                0.00    0.00       2/70          index2value [183]
-----------------------------------------------
                0.00    0.00       4/58          statement <cycle 2> [39]
                0.00    0.01      54/58          suffixedexp <cycle 3> [48]
[51]     0.0    0.00    0.01      58         singlevar [51]
                0.00    0.01      32/37          luaK_indexed [52]
                0.00    0.00      58/234         luaX_next [55]
                0.00    0.00      90/123         check_match [97]
                0.00    0.00      32/37          luaK_exp2anyregup [189]
-----------------------------------------------
                0.00    0.00       5/37          fieldsel [74]
                0.00    0.01      32/37          singlevar [51]
[52]     0.0    0.00    0.01      37         luaK_indexed [52]
                0.00    0.01      37/42          addk [49]
-----------------------------------------------
                0.01    0.00       4/4           luaV_execute <cycle 1> [2]
[53]     0.0    0.01    0.00       4         luaT_adjustvarargs [53]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [10]
[54]     0.0    0.00    0.00       1         luaopen_base [54]
                0.00    0.00       1/2           lua_rawgeti [50]
                0.00    0.00       1/15          luaL_setfuncs [38]
                0.00    0.00       2/214         auxsetstr [67]
                0.00    0.00       1/24          lua_pushstring [106]
                0.00    0.00       2/203         lua_setfield [179]
                0.00    0.00       1/82          lua_settop [182]
                0.00    0.00       1/40          lua_pushvalue [188]
-----------------------------------------------
                0.00    0.00       1/234         luaY_parser [36]
                0.00    0.00       2/234         suffixedexp <cycle 3> [48]
                0.00    0.00       2/234         forbody <cycle 2> [95]
                0.00    0.00       4/234         test_then_block <cycle 2> [83]
                0.00    0.00      10/234         fieldsel [74]
                0.00    0.00      10/234         restassign [68]
                0.00    0.00      28/234         body <cycle 2> [85]
                0.00    0.00      30/234         subexpr <cycle 3> [84]
                0.00    0.00      41/234         statement <cycle 2> [39]
                0.00    0.00      48/234         funcargs <cycle 3> [73]
                0.00    0.00      58/234         singlevar [51]
[55]     0.0    0.00    0.00     234         luaX_next [55]
                0.00    0.00     234/234         llex [62]
                0.00    0.00      17/17          read_numeral [88]
-----------------------------------------------
[56]     0.0    0.00    0.00     257+179     <cycle 4 as a whole> [56]
                0.00    0.00     395+25          luaH_newkey <cycle 4> [57]
                0.00    0.00      41             luaH_resize <cycle 4> [118]
-----------------------------------------------
                                  25             luaH_newkey <cycle 4> [57]
                                 154             luaH_resize <cycle 4> [118]
                0.00    0.00       2/257         addk [49]
                0.00    0.00       2/257         luaH_setint [31]
                0.00    0.00      34/257         luaX_newstring [86]
                0.00    0.00     203/257         luaV_finishset [66]
[57]     0.0    0.00    0.00     395+25      luaH_newkey <cycle 4> [57]
                0.00    0.00       1/12          luaH_getint [25]
                0.00    0.00      21/20000430     luaM_free_ [23]
                0.00    0.00     560/571         luaS_newudata [139]
                0.00    0.00      25/110         luaH_realasize [180]
                0.00    0.00      25/224         luaH_get [178]
                0.00    0.00       1/1           luaC_barrierback_ [262]
                0.00    0.00       1/40          luaO_ceillog2 [187]
                                  25             luaH_resize <cycle 4> [118]
                                  25             luaH_newkey <cycle 4> [57]
-----------------------------------------------
                0.00    0.00       1/2           pmain <cycle 1> [46]
                0.00    0.00       1/2           gctm [70]
[58]     0.0    0.00    0.00       2         luaL_len [58]
                0.00    0.00       2/2           lua_len [60]
                0.00    0.00       2/6           lua_tointegerx [228]
                0.00    0.00       2/82          lua_settop [182]
-----------------------------------------------
                0.00    0.00       2/2           lua_len [60]
[59]     0.0    0.00    0.00       2         luaV_objlen [59]
                0.00    0.00       2/2           luaH_getn [61]
                0.00    0.00       1/6           luaT_gettm [141]
-----------------------------------------------
                0.00    0.00       2/2           luaL_len [58]
[60]     0.0    0.00    0.00       2         lua_len [60]
                0.00    0.00       2/2           luaV_objlen [59]
-----------------------------------------------
                0.00    0.00       2/2           luaV_objlen [59]
[61]     0.0    0.00    0.00       2         luaH_getn [61]
                0.00    0.00       1/12          luaH_getint [25]
-----------------------------------------------
                0.00    0.00     234/234         luaX_next [55]
[62]     0.0    0.00    0.00     234         llex [62]
                0.00    0.00     623/676         save [65]
                0.00    0.00     116/122         luaX_newstring [86]
                0.00    0.00      43/43          inclinenumber [186]
-----------------------------------------------
                                   1             lua_load <cycle 1> [268]
[63]     0.0    0.00    0.00       1         luaD_protectedparser <cycle 1> [63]
                0.00    0.00       1/3           luaM_saferealloc_ [43]
                0.00    0.00       3/20000430     luaM_free_ [23]
                                   1             luaD_pcall <cycle 1> [225]
-----------------------------------------------
                0.00    0.00       1/1           luaY_parser [36]
[64]     0.0    0.00    0.00       1         luaX_setinput [64]
                0.00    0.00       1/3           luaM_saferealloc_ [43]
                0.00    0.00       1/355         internshrstr [105]
                0.00    0.00       1/363         luaS_newlstr [128]
-----------------------------------------------
                0.00    0.00      53/676         read_numeral [88]
                0.00    0.00     623/676         llex [62]
[65]     0.0    0.00    0.00     676         save [65]
                0.00    0.00       1/3           luaM_saferealloc_ [43]
-----------------------------------------------
                0.00    0.00       6/203         luaV_execute <cycle 1> [2]
                0.00    0.00     197/203         auxsetstr [67]
[66]     0.0    0.00    0.00     203         luaV_finishset [66]
                0.00    0.00     203/257         luaH_newkey <cycle 4> [57]
                0.00    0.00     203/254         luaH_finishset [176]
-----------------------------------------------
                0.00    0.00       1/214         pmain <cycle 1> [46]
                0.00    0.00       1/214         luaopen_string [72]
                0.00    0.00       1/214         luaopen_utf8 [78]
                0.00    0.00       2/214         luaL_newmetatable [94]
                0.00    0.00       2/214         luaopen_base [54]
                0.00    0.00       2/214         setpath [96]
                0.00    0.00       3/214         luaL_getsubtable [91]
                0.00    0.00       4/214         luaopen_math [71]
                0.00    0.00       5/214         luaopen_package [33]
                0.00    0.00       6/214         luaopen_io [69]
                0.00    0.00      10/214         luaL_requiref <cycle 1> [77]
                0.00    0.00      10/214         luaL_openlibs <cycle 1> [90]
                0.00    0.00     167/214         luaL_setfuncs [38]
[67]     0.0    0.00    0.00     214         auxsetstr [67]
                0.00    0.00     197/203         luaV_finishset [66]
                0.00    0.00     214/323         luaS_new [108]
                0.00    0.00     214/373         luaH_getstr [166]
-----------------------------------------------
                                   4             restassign [68]
                0.00    0.00       5/5           statement <cycle 2> [39]
[68]     0.0    0.00    0.00       5+4       restassign [68]
                0.00    0.00       6/36          subexpr <cycle 3> [84]
                0.00    0.00       4/36          suffixedexp <cycle 3> [48]
                0.00    0.00      10/234         luaX_next [55]
                0.00    0.00       4/66          exp2reg [76]
                0.00    0.00       9/13          luaK_storevar [98]
                0.00    0.00       3/123         check_match [97]
                0.00    0.00       1/63          luaK_exp2nextreg [158]
                0.00    0.00       9/13          check_readonly [205]
                0.00    0.00       4/96          luaE_incCstack [181]
                0.00    0.00       3/13          luaK_reserveregs [206]
                0.00    0.00       2/5           luaK_setoneret [233]
                                   4             restassign [68]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [10]
[69]     0.0    0.00    0.00       1         luaopen_io [69]
                0.00    0.00       3/15          luaL_setfuncs [38]
                0.00    0.00       6/214         auxsetstr [67]
                0.00    0.00       1/1           luaL_newmetatable [94]
                0.00    0.00       2/18          lua_createtable [89]
                0.00    0.00       3/4           lua_newuserdatauv [107]
                0.00    0.00       3/3           luaL_setmetatable [147]
                0.00    0.00       3/5           lua_setmetatable [143]
                0.00    0.00       6/203         lua_setfield [179]
                0.00    0.00       4/82          lua_settop [182]
                0.00    0.00       2/40          lua_pushvalue [188]
                0.00    0.00       1/10          luaL_checkversion_ [213]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [10]
[70]     0.0    0.00    0.00       1         gctm [70]
                0.00    0.00       1/2           luaL_len [58]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [10]
[71]     0.0    0.00    0.00       1         luaopen_math [71]
                0.00    0.00       2/15          luaL_setfuncs [38]
                0.00    0.00       4/214         auxsetstr [67]
                0.00    0.00       1/18          lua_createtable [89]
                0.00    0.00       1/4           lua_newuserdatauv [107]
                0.00    0.00       4/203         lua_setfield [179]
                0.00    0.00       4/4           lua_pushinteger [238]
                0.00    0.00       3/82          lua_settop [182]
                0.00    0.00       2/8           lua_pushnumber [223]
                0.00    0.00       1/10          luaL_checkversion_ [213]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [10]
[72]     0.0    0.00    0.00       1         luaopen_string [72]
                0.00    0.00       2/15          luaL_setfuncs [38]
                0.00    0.00       2/18          lua_createtable [89]
                0.00    0.00       1/214         auxsetstr [67]
                0.00    0.00       1/142865      luaC_step [15]
                0.00    0.00       1/24          lua_pushstring [106]
                0.00    0.00       1/5           lua_setmetatable [143]
                0.00    0.00       4/82          lua_settop [182]
                0.00    0.00       2/40          lua_pushvalue [188]
                0.00    0.00       1/10          luaL_checkversion_ [213]
                0.00    0.00       1/142867      luaE_setdebt [172]
                0.00    0.00       1/203         lua_setfield [179]
-----------------------------------------------
                                  16             suffixedexp <cycle 3> [48]
[73]     0.0    0.00    0.00      16         funcargs <cycle 3> [73]
                0.00    0.00      48/234         luaX_next [55]
                0.00    0.00      26/66          exp2reg [76]
                0.00    0.00      16/123         check_match [97]
                0.00    0.00      16/126         luaK_code [132]
                0.00    0.00      16/162         savelineinfo [142]
                0.00    0.00      26/63          luaK_exp2nextreg [158]
                0.00    0.00      16/19          luaK_codeABCk [195]
                0.00    0.00      16/36          luaK_fixline [190]
                0.00    0.00       4/10          luaK_setreturns [212]
                                  30             subexpr <cycle 3> [84]
-----------------------------------------------
                0.00    0.00       5/5           suffixedexp <cycle 3> [48]
[74]     0.0    0.00    0.00       5         fieldsel [74]
                0.00    0.00       5/37          luaK_indexed [52]
                0.00    0.00      10/234         luaX_next [55]
                0.00    0.00       5/41          luaK_exp2anyreg [92]
                0.00    0.00       5/37          luaK_exp2anyregup [189]
-----------------------------------------------
                0.00    0.00      66/66          exp2reg [76]
[75]     0.0    0.00    0.00      66         discharge2reg [75]
                0.00    0.00       3/42          addk [49]
                0.00    0.00      12/14          luaK_int [87]
                0.00    0.00      26/126         luaK_code [132]
                0.00    0.00      66/191         luaK_dischargevars [149]
                0.00    0.00       5/18          luaK_ret [196]
-----------------------------------------------
                0.00    0.00       2/66          check_match [97]
                0.00    0.00       4/66          restassign [68]
                0.00    0.00       5/66          body <cycle 2> [85]
                0.00    0.00       6/66          luaK_exp2anyreg [92]
                0.00    0.00       7/66          statement <cycle 2> [39]
                0.00    0.00      16/66          suffixedexp <cycle 3> [48]
                0.00    0.00      26/66          funcargs <cycle 3> [73]
[76]     0.0    0.00    0.00      66         exp2reg [76]
                0.00    0.00      66/66          discharge2reg [75]
-----------------------------------------------
                                  10             luaL_openlibs <cycle 1> [90]
[77]     0.0    0.00    0.00      10         luaL_requiref <cycle 1> [77]
                0.00    0.00      10/167         lua_pushcclosure [40]
                0.00    0.00      10/214         auxsetstr [67]
                0.00    0.00      10/13          luaL_getsubtable [91]
                0.00    0.00      10/24          lua_pushstring [106]
                0.00    0.00      10/36          lua_getfield [119]
                0.00    0.00      20/82          lua_settop [182]
                0.00    0.00      20/40          lua_pushvalue [188]
                0.00    0.00      10/10          lua_toboolean [215]
                0.00    0.00      10/17          lua_rotate [199]
                0.00    0.00      10/203         lua_setfield [179]
                                  10             lua_callk <cycle 1> [214]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [10]
[78]     0.0    0.00    0.00       1         luaopen_utf8 [78]
                0.00    0.00       1/15          luaL_setfuncs [38]
                0.00    0.00       1/214         auxsetstr [67]
                0.00    0.00       1/18          lua_createtable [89]
                0.00    0.00       1/4           lua_pushlstring [151]
                0.00    0.00       1/10          luaL_checkversion_ [213]
                0.00    0.00       1/82          lua_settop [182]
                0.00    0.00       1/203         lua_setfield [179]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [10]
[79]     0.0    0.00    0.00       1         luaopen_debug [79]
                0.00    0.00       1/15          luaL_setfuncs [38]
                0.00    0.00       1/18          lua_createtable [89]
                0.00    0.00       1/142865      luaC_step [15]
                0.00    0.00       1/10          luaL_checkversion_ [213]
                0.00    0.00       1/142867      luaE_setdebt [172]
                0.00    0.00       1/82          lua_settop [182]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [10]
[80]     0.0    0.00    0.00       1         luaopen_table [80]
                0.00    0.00       1/15          luaL_setfuncs [38]
                0.00    0.00       1/18          lua_createtable [89]
                0.00    0.00       1/142865      luaC_step [15]
                0.00    0.00       1/10          luaL_checkversion_ [213]
                0.00    0.00       1/142867      luaE_setdebt [172]
                0.00    0.00       1/82          lua_settop [182]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [10]
[81]     0.0    0.00    0.00       1         luaopen_coroutine [81]
                0.00    0.00       1/15          luaL_setfuncs [38]
                0.00    0.00       1/18          lua_createtable [89]
                0.00    0.00       1/10          luaL_checkversion_ [213]
                0.00    0.00       1/82          lua_settop [182]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [10]
[82]     0.0    0.00    0.00       1         luaopen_os [82]
                0.00    0.00       1/15          luaL_setfuncs [38]
                0.00    0.00       1/18          lua_createtable [89]
                0.00    0.00       1/10          luaL_checkversion_ [213]
                0.00    0.00       1/82          lua_settop [182]
-----------------------------------------------
                                   2             statement <cycle 2> [39]
[83]     0.0    0.00    0.00       2         test_then_block <cycle 2> [83]
                0.00    0.00       2/36          subexpr <cycle 3> [84]
                0.00    0.00       4/234         luaX_next [55]
                0.00    0.00       2/14          leaveblock [148]
                0.00    0.00       2/2           luaK_goiftrue [167]
                0.00    0.00       2/6           patchlistaux [232]
                0.00    0.00       2/4           luaK_patchtohere [236]
                                   2             statement <cycle 2> [39]
-----------------------------------------------
                                   9             subexpr <cycle 3> [84]
                                   1             suffixedexp <cycle 3> [48]
                                  30             funcargs <cycle 3> [73]
                0.00    0.00       2/36          test_then_block <cycle 2> [83]
                0.00    0.00       6/36          restassign [68]
                0.00    0.00      16/36          statement <cycle 2> [39]
[84]     0.0    0.00    0.00      55+9       subexpr <cycle 3> [84]
                0.00    0.00      30/234         luaX_next [55]
                0.00    0.00       9/41          luaK_exp2anyreg [92]
                0.00    0.00       4/4           codearith [100]
                0.00    0.00       9/9           luaK_posfix [103]
                0.00    0.00       9/9           luaK_infix [163]
                0.00    0.00       1/126         luaK_code [132]
                0.00    0.00      64/96          luaE_incCstack [181]
                0.00    0.00       1/19          luaK_codeABCk [195]
                                  43             suffixedexp <cycle 3> [48]
                                   9             subexpr <cycle 3> [84]
-----------------------------------------------
                                   5             statement <cycle 2> [39]
[85]     0.0    0.00    0.00       5         body <cycle 2> [85]
                0.00    0.00      28/234         luaX_next [55]
                0.00    0.00       5/66          exp2reg [76]
                0.00    0.00       5/123         check_match [97]
                0.00    0.00       5/6           luaF_newproto [130]
                0.00    0.00       5/6           close_func [131]
                0.00    0.00       6/126         luaK_code [132]
                0.00    0.00       8/22          new_localvar [155]
                0.00    0.00       5/14          adjustlocalvars [156]
                0.00    0.00       2/357         luaM_growaux_ [129]
                0.00    0.00       5/63          luaK_exp2nextreg [158]
                0.00    0.00       5/6           open_func [230]
                0.00    0.00       5/13          luaK_reserveregs [206]
                0.00    0.00       5/9           luaK_codeABx [219]
                0.00    0.00       1/19          luaK_codeABCk [195]
                                  14             statement <cycle 2> [39]
-----------------------------------------------
                0.00    0.00       6/122         statement <cycle 2> [39]
                0.00    0.00     116/122         llex [62]
[86]     0.0    0.00    0.00     122         luaX_newstring [86]
                0.00    0.00      34/257         luaH_newkey <cycle 4> [57]
                0.00    0.00       1/142865      luaC_step [15]
                0.00    0.00     119/355         internshrstr [105]
                0.00    0.00     122/363         luaS_newlstr [128]
                0.00    0.00     122/373         luaH_getstr [166]
                0.00    0.00      34/254         luaH_finishset [176]
-----------------------------------------------
                0.00    0.00       2/14          statement <cycle 2> [39]
                0.00    0.00      12/14          discharge2reg [75]
[87]     0.0    0.00    0.00      14         luaK_int [87]
                0.00    0.00       2/42          addk [49]
-----------------------------------------------
                0.00    0.00      17/17          luaX_next [55]
[88]     0.0    0.00    0.00      17         read_numeral [88]
                0.00    0.00      53/676         save [65]
                0.00    0.00      17/17          luaO_str2num [197]
                0.00    0.00       4/4           check_next2 [234]
-----------------------------------------------
                0.00    0.00       1/18          pmain <cycle 1> [46]
                0.00    0.00       1/18          luaL_newmetatable [94]
                0.00    0.00       1/18          luaopen_coroutine [81]
                0.00    0.00       1/18          luaopen_debug [79]
                0.00    0.00       1/18          luaopen_math [71]
                0.00    0.00       1/18          luaopen_os [82]
                0.00    0.00       1/18          luaopen_table [80]
                0.00    0.00       1/18          luaopen_utf8 [78]
                0.00    0.00       2/18          luaopen_io [69]
                0.00    0.00       2/18          luaopen_string [72]
                0.00    0.00       3/18          luaL_getsubtable [91]
                0.00    0.00       3/18          luaopen_package [33]
[89]     0.0    0.00    0.00      18         lua_createtable [89]
                0.00    0.00      15/257         luaH_resize <cycle 4> [118]
                0.00    0.00      18/21          luaH_new [117]
-----------------------------------------------
                                   1             pmain <cycle 1> [46]
[90]     0.0    0.00    0.00       1         luaL_openlibs <cycle 1> [90]
                0.00    0.00      10/214         auxsetstr [67]
                0.00    0.00      10/11          lua_setglobal [211]
                0.00    0.00      10/82          lua_settop [182]
                                  10             luaL_requiref <cycle 1> [77]
-----------------------------------------------
                0.00    0.00       3/13          luaopen_package [33]
                0.00    0.00      10/13          luaL_requiref <cycle 1> [77]
[91]     0.0    0.00    0.00      13         luaL_getsubtable [91]
                0.00    0.00       3/214         auxsetstr [67]
                0.00    0.00       3/18          lua_createtable [89]
                0.00    0.00       1/142865      luaC_step [15]
                0.00    0.00      13/36          lua_getfield [119]
                0.00    0.00       3/82          lua_settop [182]
                0.00    0.00       3/15          lua_absindex [202]
