Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       3/203         lua_setfield [179]
                0.00    0.00       3/40          lua_pushvalue [188]
                0.00    0.00       1/142867      luaE_setdebt [172]
-----------------------------------------------
                0.00    0.00       2/41          luaK_posfix [103]
                0.00    0.00       4/41          codearith [100]
                0.00    0.00       4/41          statement <cycle 2> [39]
                0.00    0.00       5/41          fieldsel [74]
                0.00    0.00       7/41          finishbinexpval [102]
                0.00    0.00       9/41          subexpr <cycle 3> [84]
                0.00    0.00      10/41          codeABRK [99]
[92]     0.0    0.00    0.00      41         luaK_exp2anyreg [92]
                0.00    0.00       6/66          exp2reg [76]
                0.00    0.00      41/191         luaK_dischargevars [149]
                0.00    0.00       6/63          luaK_exp2nextreg [158]
-----------------------------------------------
                                   1             pmain <cycle 1> [46]
[93]     0.0    0.00    0.00       1         docall <cycle 1> [93]
                0.00    0.00       1/167         lua_pushcclosure [40]
                0.00    0.00       2/17          lua_rotate [199]
                0.00    0.00       1/8           lua_gettop [222]
                0.00    0.00       1/82          lua_settop [182]
                                   1             lua_pcallk <cycle 1> [269]
-----------------------------------------------
                0.00    0.00       1/1           luaopen_io [69]
[94]     0.0    0.00    0.00       1         luaL_newmetatable [94]
                0.00    0.00       2/214         auxsetstr [67]
                0.00    0.00       1/18          lua_createtable [89]
                0.00    0.00       1/24          lua_pushstring [106]
                0.00    0.00       1/36          lua_getfield [119]
                0.00    0.00       2/203         lua_setfield [179]
                0.00    0.00       1/82          lua_settop [182]
                0.00    0.00       1/40          lua_pushvalue [188]
-----------------------------------------------
                                   2             statement <cycle 2> [39]
[95]     0.0    0.00    0.00       2         forbody <cycle 2> [95]
                0.00    0.00       2/234         luaX_next [55]
                0.00    0.00       2/14          leaveblock [148]
                0.00    0.00       4/126         luaK_code [132]
                0.00    0.00       2/14          adjustlocalvars [156]
                0.00    0.00       2/162         savelineinfo [142]
                0.00    0.00       4/9           luaK_codeABx [219]
                0.00    0.00       2/13          luaK_reserveregs [206]
                0.00    0.00       2/4           luaK_getlabel [235]
                0.00    0.00       2/36          luaK_fixline [190]
                                   2             block <cycle 2> [160]
-----------------------------------------------
                0.00    0.00       2/2           luaopen_package [33]
[96]     0.0    0.00    0.00       2         setpath [96]
                0.00    0.00       2/214         auxsetstr [67]
                0.00    0.00       2/24          lua_pushstring [106]
                0.00    0.00       2/6           lua_pushfstring [137]
                0.00    0.00       2/203         lua_setfield [179]
-----------------------------------------------
                                   7             check_match [97]
                0.00    0.00       1/123         suffixedexp <cycle 3> [48]
                0.00    0.00       3/123         restassign [68]
                0.00    0.00       5/123         body <cycle 2> [85]
                0.00    0.00       8/123         statement <cycle 2> [39]
                0.00    0.00      16/123         funcargs <cycle 3> [73]
                0.00    0.00      90/123         singlevar [51]
[97]     0.0    0.00    0.00     123+7       check_match [97]
                0.00    0.00       2/66          exp2reg [76]
                0.00    0.00       3/4           allocupvalue [162]
                0.00    0.00       1/126         luaK_code [132]
                0.00    0.00       2/63          luaK_exp2nextreg [158]
                0.00    0.00       4/10          luaK_setreturns [212]
                0.00    0.00       1/1           luaK_nil [263]
                                   7             check_match [97]
-----------------------------------------------
                0.00    0.00       4/13          statement <cycle 2> [39]
                0.00    0.00       9/13          restassign [68]
[98]     0.0    0.00    0.00      13         luaK_storevar [98]
                0.00    0.00      10/10          codeABRK [99]
                0.00    0.00      10/126         luaK_code [132]
                0.00    0.00      12/44          luaY_nvarstack [185]
-----------------------------------------------
                0.00    0.00      10/10          luaK_storevar [98]
[99]     0.0    0.00    0.00      10         codeABRK [99]
                0.00    0.00      10/41          luaK_exp2anyreg [92]
                0.00    0.00      10/11          luaK_exp2K [210]
-----------------------------------------------
                0.00    0.00       4/4           subexpr <cycle 3> [84]
[100]    0.0    0.00    0.00       4         codearith [100]
                0.00    0.00       4/7           finishbinexpval [102]
                0.00    0.00       4/41          luaK_exp2anyreg [92]
                0.00    0.00       4/162         savelineinfo [142]
                0.00    0.00       4/36          luaK_fixline [190]
-----------------------------------------------
                0.00    0.00       1/1           luaD_rawrunprotected <cycle 1> [30]
[101]    0.0    0.00    0.00       1         f_luaopen [101]
                0.00    0.00       1/257         luaH_resize <cycle 4> [118]
                0.00    0.00       1/1           luaT_init [126]
                0.00    0.00       1/1           luaX_init [127]
                0.00    0.00       2/21          luaH_new [117]
                0.00    0.00       1/1           luaS_init [150]
                0.00    0.00       1/1           stack_init [157]
-----------------------------------------------
                0.00    0.00       3/7           finishbinexpneg [104]
                0.00    0.00       4/7           codearith [100]
[102]    0.0    0.00    0.00       7         finishbinexpval [102]
                0.00    0.00       7/41          luaK_exp2anyreg [92]
                0.00    0.00      14/126         luaK_code [132]
                0.00    0.00       7/162         savelineinfo [142]
                0.00    0.00       7/9           freeexps [218]
                0.00    0.00       7/36          luaK_fixline [190]
-----------------------------------------------
                0.00    0.00       9/9           subexpr <cycle 3> [84]
[103]    0.0    0.00    0.00       9         luaK_posfix [103]
                0.00    0.00       4/4           finishbinexpneg [104]
                0.00    0.00       2/41          luaK_exp2anyreg [92]
                0.00    0.00       4/126         luaK_code [132]
                0.00    0.00       9/191         luaK_dischargevars [149]
                0.00    0.00       7/7           constfolding [224]
                0.00    0.00       2/3           isSCnumber [243]
                0.00    0.00       2/9           freeexps [218]
                0.00    0.00       1/5           luaK_setoneret [233]
-----------------------------------------------
                0.00    0.00       4/4           luaK_posfix [103]
[104]    0.0    0.00    0.00       4         finishbinexpneg [104]
                0.00    0.00       3/7           finishbinexpval [102]
                0.00    0.00       3/162         savelineinfo [142]
                0.00    0.00       3/36          luaK_fixline [190]
-----------------------------------------------
                0.00    0.00       1/355         lua_pushlstring [151]
                0.00    0.00       1/355         luaS_init [150]
                0.00    0.00       1/355         luaX_init [127]
                0.00    0.00       1/355         luaX_setinput [64]
                0.00    0.00       2/355         leaveblock [148]
                0.00    0.00       6/355         pushstr [138]
                0.00    0.00     119/355         luaX_newstring [86]
                0.00    0.00     224/355         luaS_new [108]
[105]    0.0    0.00    0.00     355         internshrstr [105]
                0.00    0.00     235/20000290     luaC_newobj [16]
                0.00    0.00       1/1           luaS_resize [161]
                0.00    0.00       1/1           tablerehash [273]
-----------------------------------------------
                0.00    0.00       1/24          luaL_newmetatable [94]
                0.00    0.00       1/24          luaopen_base [54]
                0.00    0.00       1/24          luaopen_package [33]
                0.00    0.00       1/24          luaopen_string [72]
                0.00    0.00       2/24          pmain <cycle 1> [46]
                0.00    0.00       2/24          setpath [96]
                0.00    0.00       3/24          warnfon [116]
                0.00    0.00       3/24          io_noclose [114]
                0.00    0.00      10/24          luaL_requiref <cycle 1> [77]
[106]    0.0    0.00    0.00      24         lua_pushstring [106]
                0.00    0.00       1/142865      luaC_step [15]
                0.00    0.00      24/323         luaS_new [108]
                0.00    0.00       1/142867      luaE_setdebt [172]
-----------------------------------------------
                0.00    0.00       1/4           luaopen_math [71]
                0.00    0.00       3/4           luaopen_io [69]
[107]    0.0    0.00    0.00       4         lua_newuserdatauv [107]
                0.00    0.00       1/142865      luaC_step [15]
                0.00    0.00       4/571         luaS_newudata [139]
                0.00    0.00       1/142867      luaE_setdebt [172]
-----------------------------------------------
                0.00    0.00       1/323         lua_getglobal [154]
                0.00    0.00       1/323         luaY_parser [36]
                0.00    0.00      22/323         luaX_init [127]
                0.00    0.00      24/323         lua_pushstring [106]
                0.00    0.00      25/323         luaT_init [126]
                0.00    0.00      36/323         lua_getfield [119]
                0.00    0.00     214/323         auxsetstr [67]
[108]    0.0    0.00    0.00     323         luaS_new [108]
                0.00    0.00     224/355         internshrstr [105]
                0.00    0.00     227/363         luaS_newlstr [128]
-----------------------------------------------
                0.00    0.00       2/2           pmain <cycle 1> [46]
[109]    0.0    0.00    0.00       2         lua_gc [109]
                0.00    0.00       1/1           luaC_changemode [111]
                0.00    0.00       1/142867      luaE_setdebt [172]
-----------------------------------------------
                0.00    0.00       1/1           luaC_changemode [111]
[110]    0.0    0.00    0.00       1         entergen [110]
                0.00    0.00       1/142859      atomic [21]
                0.00    0.00       1/1           atomic2gen [146]
                0.00    0.00       1/1           singlestep [271]
                0.00    0.00       1/142859      finishgencycle [174]
                0.00    0.00       1/142867      luaE_setdebt [172]
-----------------------------------------------
                0.00    0.00       1/1           lua_gc [109]
[111]    0.0    0.00    0.00       1         luaC_changemode [111]
                0.00    0.00       1/1           entergen [110]
-----------------------------------------------
                0.00    0.00       3/3           luaD_precall <cycle 1> [10]
[112]    0.0    0.00    0.00       3         f_gc [112]
                0.00    0.00       3/3           io_noclose [114]
                0.00    0.00       6/9           luaL_checkudata [134]
-----------------------------------------------
                0.00    0.00       3/6           luaB_print [124]
                0.00    0.00       3/6           str_format [123]
[113]    0.0    0.00    0.00       6         luaL_tolstring [113]
                0.00    0.00       6/6           luaL_callmeta [115]
                0.00    0.00       3/6           lua_pushfstring [137]
                0.00    0.00       6/15          lua_absindex [202]
                0.00    0.00       6/6           lua_type [229]
                0.00    0.00       3/40          lua_pushvalue [188]
                0.00    0.00       3/3           lua_isinteger [250]
                0.00    0.00       3/6           lua_tointegerx [228]
-----------------------------------------------
                0.00    0.00       3/3           f_gc [112]
[114]    0.0    0.00    0.00       3         io_noclose [114]
                0.00    0.00       3/24          lua_pushstring [106]
                0.00    0.00       3/9           luaL_checkudata [134]
                0.00    0.00       3/3           lua_pushnil [252]
-----------------------------------------------
                0.00    0.00       6/6           luaL_tolstring [113]
[115]    0.0    0.00    0.00       6         luaL_callmeta [115]
                0.00    0.00       3/3           warnfon [116]
                0.00    0.00       6/15          lua_absindex [202]
                0.00    0.00       6/15          lua_getmetatable [203]
-----------------------------------------------
                0.00    0.00       3/3           luaL_callmeta [115]
[116]    0.0    0.00    0.00       3         warnfon [116]
                0.00    0.00       3/24          lua_pushstring [106]
                0.00    0.00       3/3           lua_rawget [253]
                0.00    0.00       3/82          lua_settop [182]
-----------------------------------------------
                0.00    0.00       1/21          luaY_parser [36]
                0.00    0.00       2/21          f_luaopen [101]
                0.00    0.00      18/21          lua_createtable [89]
[117]    0.0    0.00    0.00      21         luaH_new [117]
                0.00    0.00      21/20000290     luaC_newobj [16]
-----------------------------------------------
                                  25             luaH_newkey <cycle 4> [57]
                0.00    0.00       1/257         f_luaopen [101]
                0.00    0.00      15/257         lua_createtable [89]
[118]    0.0    0.00    0.00      41         luaH_resize <cycle 4> [118]
                0.00    0.00      39/20000364     luaM_malloc_ [24]
                0.00    0.00      41/152         luaM_realloc_ [121]
                0.00    0.00       1/7           getgeneric [164]
                0.00    0.00     154/224         luaH_get [178]
                0.00    0.00      41/110         luaH_realasize [180]
                0.00    0.00      39/40          luaO_ceillog2 [187]
                                 154             luaH_newkey <cycle 4> [57]
-----------------------------------------------
                0.00    0.00       1/36          luaL_newmetatable [94]
                0.00    0.00       3/36          luaL_setmetatable [147]
                0.00    0.00       9/36          luaL_testudata [135]
                0.00    0.00      10/36          luaL_requiref <cycle 1> [77]
                0.00    0.00      13/36          luaL_getsubtable [91]
[119]    0.0    0.00    0.00      36         lua_getfield [119]
                0.00    0.00      36/323         luaS_new [108]
                0.00    0.00      36/373         luaH_getstr [166]
                0.00    0.00      36/70          index2value [183]
                0.00    0.00      14/14          luaV_finishget [204]
-----------------------------------------------
                0.00    0.00       6/6           luaC_freeallobjects [4]
[120]    0.0    0.00    0.00       6         luaF_freeproto [120]
                0.00    0.00      42/20000430     luaM_free_ [23]
-----------------------------------------------
                0.00    0.00       1/152         luaS_resize [161]
                0.00    0.00       2/152         luaD_reallocstack [159]
                0.00    0.00       3/152         luaM_saferealloc_ [43]
                0.00    0.00      41/152         luaH_resize <cycle 4> [118]
                0.00    0.00      42/152         luaM_shrinkvector_ [133]
                0.00    0.00      63/152         luaM_growaux_ [129]
[121]    0.0    0.00    0.00     152         luaM_realloc_ [121]
                0.00    0.00     152/40000947     l_alloc [28]
-----------------------------------------------
                0.00    0.00       1/21          dothecall [18]
                0.00    0.00      20/21          luaC_freeallobjects [4]
[122]    0.0    0.00    0.00      21         luaH_free [122]
                0.00    0.00      39/20000430     luaM_free_ [23]
                0.00    0.00      21/110         luaH_realasize [180]
-----------------------------------------------
                0.00    0.00       3/3           luaD_precall <cycle 1> [10]
[123]    0.0    0.00    0.00       3         str_format [123]
                0.00    0.00       3/6           luaL_tolstring [113]
                0.00    0.00       3/3           luaL_pushresult [153]
                0.00    0.00       9/12          prepbuffsize [209]
                0.00    0.00       9/9           luaL_prepbuffsize [220]
                0.00    0.00       3/8           lua_gettop [222]
                0.00    0.00       3/3           luaL_checklstring [246]
                0.00    0.00       3/3           lua_pushlightuserdata [251]
                0.00    0.00       3/3           luaL_buffinit [245]
                0.00    0.00       3/82          lua_settop [182]
                0.00    0.00       3/3           luaL_checknumber [247]
                0.00    0.00       3/3           checkformat [241]
                0.00    0.00       3/3           addlenmod [239]
                0.00    0.00       3/13          lua_tolstring [208]
                0.00    0.00       3/3           luaL_addvalue [244]
-----------------------------------------------
                0.00    0.00       3/3           luaD_precall <cycle 1> [10]
[124]    0.0    0.00    0.00       3         luaB_print [124]
                0.00    0.00       3/6           luaL_tolstring [113]
                0.00    0.00       3/8           lua_gettop [222]
                0.00    0.00       3/13          lua_tolstring [208]
                0.00    0.00       3/82          lua_settop [182]
-----------------------------------------------
                0.00    0.00      33/33          luaD_precall <cycle 1> [10]
[125]    0.0    0.00    0.00      33         luaE_extendCI [125]
                0.00    0.00      33/20000364     luaM_malloc_ [24]
-----------------------------------------------
                0.00    0.00       1/1           f_luaopen [101]
[126]    0.0    0.00    0.00       1         luaT_init [126]
                0.00    0.00      25/323         luaS_new [108]
                0.00    0.00      25/49          luaC_fix [184]
-----------------------------------------------
                0.00    0.00       1/1           f_luaopen [101]
[127]    0.0    0.00    0.00       1         luaX_init [127]
                0.00    0.00      22/323         luaS_new [108]
                0.00    0.00       1/355         internshrstr [105]
                0.00    0.00       1/363         luaS_newlstr [128]
                0.00    0.00      23/49          luaC_fix [184]
-----------------------------------------------
                0.00    0.00       1/363         luaX_init [127]
                0.00    0.00       1/363         luaX_setinput [64]
                0.00    0.00       2/363         leaveblock [148]
                0.00    0.00       4/363         lua_pushlstring [151]
                0.00    0.00       6/363         pushstr [138]
                0.00    0.00     122/363         luaX_newstring [86]
                0.00    0.00     227/363         luaS_new [108]
[128]    0.0    0.00    0.00     363         luaS_newlstr [128]
                0.00    0.00       9/20000290     luaC_newobj [16]
-----------------------------------------------
                0.00    0.00       2/357         createlabel [165]
                0.00    0.00       2/357         body <cycle 2> [85]
                0.00    0.00       4/357         allocupvalue [162]
                0.00    0.00      17/357         addk [49]
                0.00    0.00      22/357         new_localvar [155]
                0.00    0.00      22/357         adjustlocalvars [156]
                0.00    0.00     126/357         luaK_code [132]
                0.00    0.00     162/357         savelineinfo [142]
[129]    0.0    0.00    0.00     357         luaM_growaux_ [129]
                0.00    0.00      63/152         luaM_realloc_ [121]
-----------------------------------------------
                0.00    0.00       1/6           luaY_parser [36]
                0.00    0.00       5/6           body <cycle 2> [85]
[130]    0.0    0.00    0.00       6         luaF_newproto [130]
                0.00    0.00       6/20000290     luaC_newobj [16]
-----------------------------------------------
                0.00    0.00       1/6           luaY_parser [36]
                0.00    0.00       5/6           body <cycle 2> [85]
[131]    0.0    0.00    0.00       6         close_func [131]
                0.00    0.00      42/42          luaM_shrinkvector_ [133]
                0.00    0.00       6/14          leaveblock [148]
                0.00    0.00       6/126         luaK_code [132]
                0.00    0.00       6/18          luaK_ret [196]
                0.00    0.00       6/6           luaK_finish [227]
-----------------------------------------------
                0.00    0.00       1/126         subexpr <cycle 3> [84]
                0.00    0.00       1/126         check_match [97]
                0.00    0.00       1/126         luaY_parser [36]
                0.00    0.00       4/126         luaK_posfix [103]
                0.00    0.00       4/126         forbody <cycle 2> [95]
                0.00    0.00       6/126         close_func [131]
                0.00    0.00       6/126         body <cycle 2> [85]
                0.00    0.00       9/126         statement <cycle 2> [39]
                0.00    0.00      10/126         luaK_storevar [98]
                0.00    0.00      14/126         finishbinexpval [102]
                0.00    0.00      16/126         funcargs <cycle 3> [73]
                0.00    0.00      26/126         discharge2reg [75]
                0.00    0.00      28/126         luaK_dischargevars [149]
[132]    0.0    0.00    0.00     126         luaK_code [132]
                0.00    0.00     126/357         luaM_growaux_ [129]
                0.00    0.00     126/162         savelineinfo [142]
-----------------------------------------------
                0.00    0.00      42/42          close_func [131]
[133]    0.0    0.00    0.00      42         luaM_shrinkvector_ [133]
                0.00    0.00      42/152         luaM_realloc_ [121]
-----------------------------------------------
                0.00    0.00       3/9           io_noclose [114]
                0.00    0.00       6/9           f_gc [112]
[134]    0.0    0.00    0.00       9         luaL_checkudata [134]
                0.00    0.00       9/9           luaL_testudata [135]
-----------------------------------------------
                0.00    0.00       9/9           luaL_checkudata [134]
[135]    0.0    0.00    0.00       9         luaL_testudata [135]
                0.00    0.00       9/36          lua_getfield [119]
                0.00    0.00       9/10          lua_touserdata [216]
                0.00    0.00       9/15          lua_getmetatable [203]
                0.00    0.00       9/34          luaV_equalobj [191]
                0.00    0.00       9/9           lua_rawequal [221]
                0.00    0.00       9/82          lua_settop [182]
-----------------------------------------------
                0.00    0.00       6/6           lua_pushfstring [137]
[136]    0.0    0.00    0.00       6         luaO_pushvfstring [136]
                0.00    0.00       6/6           pushstr [138]
                0.00    0.00      19/19          addstr2buff [194]
                0.00    0.00       3/3           addnum2buff [240]
-----------------------------------------------
                0.00    0.00       1/6           luaL_loadfilex <cycle 1> [152]
                0.00    0.00       2/6           setpath [96]
                0.00    0.00       3/6           luaL_tolstring [113]
[137]    0.0    0.00    0.00       6         lua_pushfstring [137]
                0.00    0.00       6/6           luaO_pushvfstring [136]
-----------------------------------------------
                0.00    0.00       6/6           luaO_pushvfstring [136]
[138]    0.0    0.00    0.00       6         pushstr [138]
                0.00    0.00       6/355         internshrstr [105]
                0.00    0.00       6/363         luaS_newlstr [128]
-----------------------------------------------
                0.00    0.00       4/571         lua_newuserdatauv [107]
                0.00    0.00       7/571         getgeneric [164]
                0.00    0.00     560/571         luaH_newkey <cycle 4> [57]
[139]    0.0    0.00    0.00     571         luaS_newudata [139]
                0.00    0.00       4/20000290     luaC_newobj [16]
                0.00    0.00      13/13          luaS_hashlongstr [207]
-----------------------------------------------
                0.00    0.00       1/1           luaD_rawrunprotected <cycle 1> [30]
[140]    0.0    0.00    0.00       1         luaF_close [140]
                0.00    0.00       1/10000002     luaF_closeupval [13]
-----------------------------------------------
                0.00    0.00       1/6           propagatemark [22]
                0.00    0.00       1/6           luaV_objlen [59]
                0.00    0.00       4/6           luaC_checkfinalizer [144]
[141]    0.0    0.00    0.00       6         luaT_gettm [141]
                0.00    0.00       6/271946189     luaH_getshortstr [11]
-----------------------------------------------
                0.00    0.00       2/162         forbody <cycle 2> [95]
                0.00    0.00       3/162         finishbinexpneg [104]
                0.00    0.00       4/162         codearith [100]
                0.00    0.00       4/162         statement <cycle 2> [39]
                0.00    0.00       7/162         finishbinexpval [102]
                0.00    0.00      16/162         funcargs <cycle 3> [73]
                0.00    0.00     126/162         luaK_code [132]
[142]    0.0    0.00    0.00     162         savelineinfo [142]
                0.00    0.00     162/357         luaM_growaux_ [129]
-----------------------------------------------
                0.00    0.00       1/5           luaopen_package [33]
                0.00    0.00       1/5           luaopen_string [72]
                0.00    0.00       3/5           luaopen_io [69]
[143]    0.0    0.00    0.00       5         lua_setmetatable [143]
                0.00    0.00       4/4           luaC_checkfinalizer [144]
                0.00    0.00       5/70          index2value [183]
-----------------------------------------------
                0.00    0.00       4/4           lua_setmetatable [143]
[144]    0.0    0.00    0.00       4         luaC_checkfinalizer [144]
                0.00    0.00       4/6           luaT_gettm [141]
-----------------------------------------------
                0.00    0.00       3/3           atomic2gen [146]
[145]    0.0    0.00    0.00       3         sweep2old [145]
                0.00    0.00       3/20000430     luaM_free_ [23]
                0.00    0.00       3/20000290     freeobj [27]
-----------------------------------------------
                0.00    0.00       1/1           entergen [110]
[146]    0.0    0.00    0.00       1         atomic2gen [146]
                0.00    0.00       3/3           sweep2old [145]
-----------------------------------------------
                0.00    0.00       3/3           luaopen_io [69]
[147]    0.0    0.00    0.00       3         luaL_setmetatable [147]
                0.00    0.00       3/36          lua_getfield [119]
-----------------------------------------------
                0.00    0.00       2/14          statement <cycle 2> [39]
                0.00    0.00       2/14          block <cycle 2> [160]
                0.00    0.00       2/14          forbody <cycle 2> [95]
                0.00    0.00       2/14          test_then_block <cycle 2> [83]
                0.00    0.00       6/14          close_func [131]
[148]    0.0    0.00    0.00      14         leaveblock [148]
                0.00    0.00       2/355         internshrstr [105]
                0.00    0.00       2/363         luaS_newlstr [128]
                0.00    0.00       2/2           createlabel [165]
-----------------------------------------------
                0.00    0.00       1/191         suffixedexp <cycle 3> [48]
                0.00    0.00       2/191         luaK_goiftrue [167]
                0.00    0.00       9/191         luaK_infix [163]
                0.00    0.00       9/191         luaK_posfix [103]
                0.00    0.00      41/191         luaK_exp2anyreg [92]
                0.00    0.00      63/191         luaK_exp2nextreg [158]
                0.00    0.00      66/191         discharge2reg [75]
[149]    0.0    0.00    0.00     191         luaK_dischargevars [149]
                0.00    0.00      28/126         luaK_code [132]
                0.00    0.00       5/44          luaY_nvarstack [185]
-----------------------------------------------
                0.00    0.00       1/1           f_luaopen [101]
[150]    0.0    0.00    0.00       1         luaS_init [150]
                0.00    0.00       1/355         internshrstr [105]
                0.00    0.00       1/20000364     luaM_malloc_ [24]
                0.00    0.00       1/49          luaC_fix [184]
-----------------------------------------------
                0.00    0.00       1/4           luaopen_utf8 [78]
                0.00    0.00       3/4           luaL_pushresult [153]
[151]    0.0    0.00    0.00       4         lua_pushlstring [151]
                0.00    0.00       1/355         internshrstr [105]
                0.00    0.00       4/363         luaS_newlstr [128]
-----------------------------------------------
                                   1             pmain <cycle 1> [46]
[152]    0.0    0.00    0.00       1         luaL_loadfilex <cycle 1> [152]
                0.00    0.00       1/6           lua_pushfstring [137]
                0.00    0.00       1/8           lua_gettop [222]
                0.00    0.00       1/1           skipcomment [272]
                0.00    0.00       1/13          lua_tolstring [208]
                0.00    0.00       1/17          lua_rotate [199]
                0.00    0.00       1/82          lua_settop [182]
                                   1             lua_load <cycle 1> [268]
-----------------------------------------------
                0.00    0.00       3/3           str_format [123]
[153]    0.0    0.00    0.00       3         luaL_pushresult [153]
                0.00    0.00       3/4           lua_pushlstring [151]
                0.00    0.00       3/17          lua_rotate [199]
-----------------------------------------------
                0.00    0.00       1/1           pmain <cycle 1> [46]
[154]    0.0    0.00    0.00       1         lua_getglobal [154]
                0.00    0.00       1/323         luaS_new [108]
                0.00    0.00       1/373         luaH_getstr [166]
-----------------------------------------------
                0.00    0.00       8/22          body <cycle 2> [85]
                0.00    0.00      14/22          statement <cycle 2> [39]
[155]    0.0    0.00    0.00      22         new_localvar [155]
                0.00    0.00      22/357         luaM_growaux_ [129]
-----------------------------------------------
                0.00    0.00       2/14          forbody <cycle 2> [95]
                0.00    0.00       5/14          body <cycle 2> [85]
                0.00    0.00       7/14          statement <cycle 2> [39]
[156]    0.0    0.00    0.00      14         adjustlocalvars [156]
                0.00    0.00      22/357         luaM_growaux_ [129]
-----------------------------------------------
                0.00    0.00       1/1           f_luaopen [101]
[157]    0.0    0.00    0.00       1         stack_init [157]
                0.00    0.00       1/20000364     luaM_malloc_ [24]
-----------------------------------------------
                0.00    0.00       1/63          restassign [68]
                0.00    0.00       2/63          check_match [97]
                0.00    0.00       5/63          body <cycle 2> [85]
                0.00    0.00       6/63          luaK_exp2anyreg [92]
                0.00    0.00       7/63          statement <cycle 2> [39]
                0.00    0.00      16/63          suffixedexp <cycle 3> [48]
                0.00    0.00      26/63          funcargs <cycle 3> [73]
[158]    0.0    0.00    0.00      63         luaK_exp2nextreg [158]
                0.00    0.00      63/191         luaK_dischargevars [149]
                0.00    0.00       9/44          luaY_nvarstack [185]
-----------------------------------------------
                0.00    0.00       2/2           luaD_precall <cycle 1> [10]
[159]    0.0    0.00    0.00       2         luaD_reallocstack [159]
                0.00    0.00       2/152         luaM_realloc_ [121]
                0.00    0.00       2/2           correctstack [255]
-----------------------------------------------
                                   2             forbody <cycle 2> [95]
[160]    0.0    0.00    0.00       2         block <cycle 2> [160]
                0.00    0.00       2/14          leaveblock [148]
                                   2             statement <cycle 2> [39]
-----------------------------------------------
                0.00    0.00       1/1           internshrstr [105]
[161]    0.0    0.00    0.00       1         luaS_resize [161]
                0.00    0.00       1/152         luaM_realloc_ [121]
-----------------------------------------------
                0.00    0.00       1/4           luaY_parser [36]
                0.00    0.00       3/4           check_match [97]
[162]    0.0    0.00    0.00       4         allocupvalue [162]
                0.00    0.00       4/357         luaM_growaux_ [129]
-----------------------------------------------
                0.00    0.00       9/9           subexpr <cycle 3> [84]
[163]    0.0    0.00    0.00       9         luaK_infix [163]
                0.00    0.00       9/191         luaK_dischargevars [149]
                0.00    0.00       2/5           luaK_setoneret [233]
                0.00    0.00       1/3           isSCnumber [243]
                0.00    0.00       1/11          luaK_exp2K [210]
-----------------------------------------------
                0.00    0.00       1/7           luaH_resize <cycle 4> [118]
                0.00    0.00       3/7           addk [49]
                0.00    0.00       3/7           luaH_getstr [166]
[164]    0.0    0.00    0.00       7         getgeneric [164]
                0.00    0.00       7/571         luaS_newudata [139]
                0.00    0.00       3/3           luaS_eqlngstr [248]
-----------------------------------------------
                0.00    0.00       2/2           leaveblock [148]
[165]    0.0    0.00    0.00       2         createlabel [165]
                0.00    0.00       2/357         luaM_growaux_ [129]
                0.00    0.00       2/4           luaK_getlabel [235]
-----------------------------------------------
                0.00    0.00       1/373         lua_getglobal [154]
                0.00    0.00      36/373         lua_getfield [119]
                0.00    0.00     122/373         luaX_newstring [86]
                0.00    0.00     214/373         auxsetstr [67]
[166]    0.0    0.00    0.00     373         luaH_getstr [166]
                0.00    0.00       3/7           getgeneric [164]
-----------------------------------------------
                0.00    0.00       2/2           test_then_block <cycle 2> [83]
[167]    0.0    0.00    0.00       2         luaK_goiftrue [167]
                0.00    0.00       2/191         luaK_dischargevars [149]
                0.00    0.00       2/2           luaK_concat [259]
                0.00    0.00       2/6           patchlistaux [232]
-----------------------------------------------
                0.00    0.00  571436/571436      atomic [21]
[168]    0.0    0.00    0.00  571436         clearbyvalues [168]
-----------------------------------------------
                0.00    0.00  571436/571436      finishgencycle [174]
[169]    0.0    0.00    0.00  571436         correctgraylist [169]
-----------------------------------------------
                0.00    0.00       3/286011      singlestep [271]
                0.00    0.00      33/286011      luaC_step [15]
                0.00    0.00  285975/286011      propagatemark [22]
[170]    0.0    0.00    0.00  286011         reallymarkobject [170]
-----------------------------------------------
                0.00    0.00  285718/285718      atomic [21]
[171]    0.0    0.00    0.00  285718         clearbykeys [171]
-----------------------------------------------
                0.00    0.00       1/142867      lua_pushstring [106]
                0.00    0.00       1/142867      lua_gc [109]
                0.00    0.00       1/142867      lua_newuserdatauv [107]
                0.00    0.00       1/142867      entergen [110]
                0.00    0.00       1/142867      luaL_getsubtable [91]
                0.00    0.00       1/142867      luaopen_debug [79]
                0.00    0.00       1/142867      luaopen_package [33]
                0.00    0.00       1/142867      luaopen_string [72]
                0.00    0.00       1/142867      luaopen_table [80]
                0.00    0.00  142858/142867      luaC_step [15]
[172]    0.0    0.00    0.00  142867         luaE_setdebt [172]
-----------------------------------------------
                0.00    0.00       1/142860      luaC_freeallobjects [4]
                0.00    0.00  142859/142860      atomic [21]
[173]    0.0    0.00    0.00  142860         separatetobefnz [173]
-----------------------------------------------
                0.00    0.00       1/142859      entergen [110]
                0.00    0.00  142858/142859      luaC_step [15]
[174]    0.0    0.00    0.00  142859         finishgencycle [174]
                0.00    0.00  571436/571436      correctgraylist [169]
-----------------------------------------------
