1024	1.331223
1040	1.319385
1056	1.331952
1072	1.333356
1088	1.336081
1104	1.329965
1120	1.317559
1136	1.324134
1152	1.329747
1168	1.320232
1184	1.318321
1200	1.330815
1216	1.318349
1232	1.318425
1248	1.332396
1264	1.321993
1280	1.337375
1296	1.331584
1312	1.317953
1328	1.317904
1344	1.333696
1360	1.348378
1376	1.310550
1392	1.335076
1408	1.308540
1424	1.308624
1440	1.310385
1456	1.308225
1472	1.308129
1488	1.310498
1504	1.316922
1520	1.309127
1536	1.310419
1552	1.308544
1568	1.308213
1584	1.310510
1600	1.308420
1616	1.308334
1632	1.310530
1648	1.308510
1664	1.308244
1680	1.308434
1696	1.310633
1712	1.308184
1728	1.308930
1744	1.345991
1760	1.407807
1776	1.330489
1792	1.308448
1808	1.308256
1824	1.308273
1840	1.315589
1856	1.308303
1872	1.308349
1888	1.345502
1904	1.308320
1920	1.308338
1936	1.310442
1952	1.343543
1968	1.308393
1984	1.310374
2000	1.308386
2016	1.308398
2032	1.310358
2048	1.308328
2080	1.308465
2112	1.310649
2144	1.308344
2176	1.308256
2208	1.310592
2240	1.308951
2272	1.333881
2304	1.310248
2336	1.308154
2368	1.308359
2400	1.308573
2432	1.310443
2464	1.308211
2496	1.308469
2528	1.319661
2560	1.308557
2592	1.308394
2624	1.310771
2656	1.308470
2688	1.308230
2720	1.310553
2752	1.308457
2784	1.308479
2816	1.310442
2848	1.308347
2880	1.308335
2912	1.310569
2944	1.308506
2976	1.308334
3008	1.311929
3040	1.360188
3072	1.317261
3104	1.310687
3136	1.308605
3168	1.308337
3200	1.308475
3232	1.311010
3264	1.308354
3296	1.308403
3328	1.319474
3360	1.308487
3392	1.308532
3424	1.310162
3456	1.308339
3488	1.308493
3520	1.310902
3552	1.308384
3584	1.308235
3616	1.310496
3648	1.317314
3680	1.317213
3712	1.319564
3744	1.322410
3776	1.315655
3808	1.315419
3840	1.364216
3872	1.368215
3904	1.330900
3936	1.317240
3968	1.316421
4000	1.327038
4032	1.317241
4064	1.326127
4096	1.331236
4160	1.312712
4224	1.326023
4288	1.319739
4352	1.317792
4416	1.308386
4480	1.310341
4544	1.308279
4608	1.308257
4672	1.310871
4736	1.308308
4800	1.308332
4864	1.310385
4928	1.309288
4992	1.308439
5056	1.310344
5120	1.308302
5184	1.378398
5248	1.325108
5312	1.308396
5376	1.308352
5440	1.310570
5504	1.308764
5568	1.308371
5632	1.310281
5696	1.308386
5760	1.308411
5824	1.310427
5888	1.308508
5952	1.308309
6016	1.310468
6080	1.308397
6144	1.308367
6208	1.320184
6272	1.308402
6336	1.308229
6400	1.308564
6464	1.308070
6528	1.308331
6592	1.308201
6656	1.310428
6720	1.308254
6784	1.383818
6848	1.367730
6912	1.367775
6976	1.370040
7040	1.367935
7104	1.332336
7168	1.321325
7232	1.308297
7296	1.308589
7360	1.319321
7424	1.308253
7488	1.308535
7552	1.319546
7616	1.308172
7680	1.308325
7744	1.345468
7808	1.308766
7872	1.308401
7936	1.320906
8000	1.308557
8064	1.308305
8128	1.319326
8192	1.308487
8320	1.308348
8448	1.371547
8576	1.317817
8704	1.310390
8832	1.308457
8960	1.308151
9088	1.310493
9216	1.308241
9344	1.308270
9472	1.310588
9600	1.308262
9728	1.308429
9856	1.310623
9984	1.308806
10112	1.308270
10240	1.310103
10368	1.308273
10496	1.308350
10624	1.310354
10752	1.308634
10880	1.308453
11008	1.310692
11136	1.308228
11264	1.308276
11392	1.316590
11520	1.350201
11648	1.317133
11776	1.319567
11904	1.308193
12032	1.308609
12160	1.319781
12288	1.308214
12416	1.308386
12544	1.308129
12672	1.308338
12800	1.310264
12928	1.308298
13056	1.308517
13184	1.310751
13312	1.308473
13440	1.308547
13568	1.310978
13696	1.309492
13824	1.308387
13952	1.310393
14080	1.308224
14208	1.308354
14336	1.310391
14464	1.308305
14592	1.336579
14720	1.321633
14848	1.331829
14976	1.307960
15104	1.308429
15232	1.308530
15360	1.310627
15488	1.308383
15616	1.308330
15744	1.310983
15872	1.308462
16000	1.308453
16128	1.319848
16256	1.308295
16384	1.310470
16640	1.308285
16896	1.308647
17152	1.310677
17408	1.308428
17664	1.308339
17920	1.311281
18176	1.308458
18432	1.308420
18688	1.319505
18944	1.385603
19200	1.370732
19456	1.346504
19712	1.317834
19968	1.308749
20224	1.308584
20480	1.310832
20736	1.308488
20992	1.308427
21248	1.317297
21504	1.308477
21760	1.311413
22016	1.308573
22272	1.308908
22528	1.310677
22784	1.310012
23040	1.310766
23296	1.308578
23552	1.308712
23808	1.312011
24064	1.309109
24320	1.311560
24576	1.308753
24832	1.308947
25088	1.311149
25344	1.308691
25600	1.395590
25856	1.349806
26112	1.315286
26368	1.315505
26624	1.314530
26880	1.311420
27136	1.308860
27392	1.311509
27648	1.309074
27904	1.308817
28160	1.313219
28416	1.309034
28672	1.311622
28928	1.310359
29184	1.311748
29440	1.309768
29696	1.310527
29952	1.317399
30208	1.326726
30464	1.323583
30720	1.321475
30976	1.323726
31232	1.312265
31488	1.390745
31744	1.375034
32000	1.380829
32256	1.372428
32512	1.367078
32768	1.313179
33280	1.586133
33792	1.841969
34304	2.062759
34816	2.316394
35328	2.534144
35840	2.746614
36352	2.899298
36864	3.159080
37376	3.243601
37888	3.302409
38400	3.170671
38912	3.179654
39424	3.232384
39936	3.256198
40448	3.210681
40960	3.196604
41472	3.214246
41984	3.239483
42496	3.273400
43008	3.290086
43520	3.220457
44032	3.218583
44544	3.226854
